time_period,location,rainfall,mean_temperature,humidity,disease_cases,population
2006-03,delta,93.37744418862127,29.740992581067626,83.71237793069346,441.0,1500000
2006-04,delta,109.5473511206623,29.945968677114482,86.7670629258667,1332.0,1500000
2006-05,delta,269.696416840145,29.29735467098053,80.66932267786628,1175.0,1500000
2006-06,delta,478.0548341703853,26.83781753118192,79.72131484651752,1887.0,1500000
2006-07,delta,488.92801753372635,27.448777944859035,75.86841498999296,1320.0,1500000
2006-08,delta,466.9949179999056,25.402127079090032,82.52213464886844,9115.0,1500000
2006-09,delta,371.7173733634873,24.130634285808792,90.65417781172538,7357.0,1500000
2006-10,delta,151.48027822515203,24.1558532226597,80.09064224430585,2312.0,1500000
2006-11,delta,57.61609735017707,22.38363070223068,81.6056214307197,356.0,1500000
2006-12,delta,1.40925068810688,25.319914538543763,80.34416654553162,33.0,1500000
2007-01,delta,0.0,28.499758696160924,76.27554001145977,283.0,1500000
2007-02,delta,16.7554044073786,28.9444530981866,75.32821221136737,651.0,1500000
2007-03,delta,7.96398429632486,30.87493835738925,77.49504616426488,848.0,1500000
2007-04,delta,173.29569716495908,30.606572906465782,71.46814384828458,2472.0,1500000
2007-05,delta,303.8987261867192,30.09593884850623,81.78068955046403,1935.0,1500000
2007-06,delta,367.1069342357177,30.400306606922666,76.5469506387141,4349.0,1500000
2007-07,delta,482.25902416151655,27.489725890200425,83.0186596238023,12026.0,1500000
2007-08,delta,346.5858749002977,24.780333919804974,77.88882531839873,3816.0,1500000
2007-09,delta,276.0987570603116,22.495577441348946,80.54489932536043,1147.0,1500000
2007-10,delta,162.30116301727173,23.537659028093437,84.96627077663877,384.0,1500000
2007-11,delta,56.912599105272506,23.295894546789967,85.4506992641229,453.0,1500000
2007-12,delta,102.53127850496287,25.258019657945884,74.51556770204621,,1500000
2008-01,delta,26.712882551902336,28.580590171934727,86.3406331448211,123.0,1500000
2008-02,delta,68.80092093878665,29.66376730308659,80.54041771451735,1722.0,1500000
2008-03,delta,54.0419704777359,31.11116025468734,81.08272857112131,1976.0,1500000
2008-04,delta,151.23973647765007,28.826834946390992,76.86002220463804,995.0,1500000
2008-05,delta,334.94723400576294,30.389644745309905,79.99526413225206,1033.0,1500000
2008-06,delta,418.18624577454074,30.217777155831612,77.43199376252996,5510.0,1500000
2008-07,delta,515.8695842006601,27.384359390116447,82.98599792903867,8559.0,1500000
2008-08,delta,426.73887068413137,25.07728230954195,77.01834255659418,12184.0,1500000
2008-09,delta,250.0507605074903,23.74410108531795,77.04846358528782,3598.0,1500000
2008-10,delta,176.00001309921618,23.738654990256755,72.46277541432475,1326.0,1500000
2008-11,delta,67.61108804828353,23.359000411038682,81.5255785680389,112.0,1500000
2008-12,delta,16.26187292485656,25.486907800520836,88.91811420626019,114.0,1500000
2009-01,delta,5.512683315687955,28.384290809532022,80.2476288049183,228.0,1500000
2009-02,delta,97.09980455540796,28.808208770249614,85.25760463028975,202.0,1500000
2009-03,delta,35.02909971917117,29.22414973037257,76.76782507184669,422.0,1500000
2009-04,delta,141.1346639775495,31.266935547737926,77.23241011023785,1044.0,1500000
2009-05,delta,274.080604714878,29.56469307522976,79.27035031056954,5952.0,1500000
2009-06,delta,408.6170959814836,28.605083496625415,78.65712578383504,1691.0,1500000
2009-07,delta,430.2477584506684,26.420860083481777,76.31830457244935,1654.0,1500000
2009-08,delta,398.0421859404359,25.60911674859698,79.8764347760081,1022.0,1500000
2009-09,delta,338.4124237342641,24.38603706515539,83.619080124758,6767.0,1500000
2009-10,delta,121.79276491989594,23.277576541100387,77.87183970597712,876.0,1500000
2009-11,delta,73.38016067192667,25.34261225629713,85.89956719231098,417.0,1500000
2009-12,delta,68.26508504226538,26.4998573610249,80.32673383041997,522.0,1500000
2000-01,highland,11.952665132227342,26.94552438257885,84.74059980666188,,1500000
2000-02,highland,0.0,28.56849991727853,81.85225261190043,,1500000
2000-03,highland,0.13824614702360805,29.400465777940788,77.18815481497865,1865.0,1500000
2000-04,highland,137.66416968846423,30.844986063587623,81.09656138713308,1148.0,1500000
2000-05,highland,268.2815170444469,29.139198273615705,78.17449794135914,5530.0,1500000
2000-06,highland,439.8799034426942,29.768145168590955,78.07495003434866,1199.0,1500000
2000-07,highland,562.9351637636091,27.414597791268772,81.4055552277576,14999.0,1500000
2000-08,highland,390.6792537698292,24.954703133620786,81.51192282623282,9764.0,1500000
2000-09,highland,294.87145405840687,24.15121639778278,84.59507596457645,8722.0,1500000
2000-10,highland,138.28689611925225,23.627237184466768,80.28313987928273,1308.0,1500000
2000-11,highland,108.14215332754377,24.42869082174864,85.78156416543983,362.0,1500000
2000-12,highland,64.69792722835177,25.30896213341548,82.33715404576148,73.0,1500000
2001-01,highland,1.9824190093672271,28.175786652506876,79.52445334720507,472.0,1500000
2001-02,highland,108.65588548146332,29.941264445018817,84.9920258996338,1423.0,1500000
2001-03,highland,58.2342234163251,29.84027025260928,77.81809311716013,1521.0,1500000
2001-04,highland,72.30013490616591,29.82319413304087,74.98741165967643,2240.0,1500000
2001-05,highland,293.0701957910556,30.5487079530661,79.61468699614755,1431.0,1500000
2001-06,highland,462.9830088597962,27.961326019004957,78.75559731508314,1858.0,1500000
2001-07,highland,359.1889235877963,26.246002600415597,77.45512907960044,5380.0,1500000
2001-08,highland,441.7301041053448,26.35260844335754,87.48424227248876,11612.0,1500000
2001-09,highland,226.49001384183896,23.385190426813587,76.68676174840849,1377.0,1500000
2001-10,highland,161.01510256602677,24.52539255806244,82.9010221793554,,1500000
2001-11,highland,54.130158298653946,24.264745618732157,87.59550172458677,315.0,1500000
2001-12,highland,0.0,26.141798174685484,76.40928616310292,445.0,1500000
2002-01,highland,43.140948079705616,26.52517274050492,81.94192983915923,207.0,1500000
2002-02,highland,0.0,29.600893621051963,88.38251790803625,494.0,1500000
2002-03,highland,50.56419687041258,29.515010731461135,80.90378781275815,4513.0,1500000
2002-04,highland,155.5439078143859,30.936486020532598,81.35956810013232,1415.0,1500000
2002-05,highland,255.2852688191223,31.54198157835066,82.30578870369692,3522.0,1500000
2002-06,highland,444.78730032624924,27.949642696687697,81.28357822405157,13888.0,1500000
2002-07,highland,477.6948379548486,28.01451370883812,72.41214101829094,736.0,1500000
2002-08,highland,443.25769125960346,24.55152533839378,83.50578376847805,16799.0,1500000
2002-09,highland,310.290846151248,23.90433998353171,83.85071818734627,4849.0,1500000
2002-10,highland,156.58762449496825,24.229015348413057,84.14985069728439,927.0,1500000
2002-11,highland,73.33978552951105,23.67831260636248,79.02420955182752,617.0,1500000
2002-12,highland,35.23279471401095,24.15269566223385,84.1264614031184,96.0,1500000
2003-01,highland,35.18585843389096,26.222919029882664,83.16636211183975,,1500000
2003-02,highland,0.0,28.148256035917683,83.40597935472502,84.0,1500000
2003-03,highland,39.611122888306895,29.66023567886779,75.54629471965139,1952.0,1500000
2003-04,highland,99.34033964256066,31.346304399349236,74.60023617941373,555.0,1500000
2003-05,highland,317.0802461928508,30.385742608566694,83.27307928087271,2879.0,1500000
2003-06,highland,451.9894588607804,28.483769692042614,78.68484451402475,6694.0,1500000
2003-07,highland,455.2403550382454,26.0362071597826,81.49666724112261,3538.0,1500000
2003-08,highland,348.5243721311402,24.856895536563293,84.17485003324857,4540.0,1500000
2003-09,highland,260.25334843817114,23.815784251000895,74.61346211614733,6049.0,1500000
2003-10,highland,158.1102405965686,22.638836130100135,81.25790740814978,463.0,1500000
2003-11,highland,56.04784165260661,23.37272773062933,78.78685562953662,199.0,1500000
2003-12,highland,29.969947613968174,24.73284606856523,83.07568510916066,52.0,1500000
2004-01,highland,92.54862717884362,26.49165629955126,88.27596737119384,89.0,1500000
2004-02,highland,59.20132987302974,28.780319814094163,77.11556921924928,192.0,1500000
2004-03,highland,98.56982400910358,30.791084225147834,85.91727985395823,1850.0,1500000
2004-04,highland,152.61201871025133,30.392287003700552,77.88182047100766,6842.0,1500000
2004-05,highland,241.86374783621744,30.49947097511445,80.45200196362828,6071.0,1500000
2004-06,highland,380.59040341089974,29.138238139034662,77.32965581235402,7688.0,1500000
2004-07,highland,462.2272716739346,26.5640148662682,79.9581531866769,2627.0,1500000
2004-08,highland,428.8428123699941,24.592336824645063,78.76926906954068,1947.0,1500000
2004-09,highland,271.0251603478096,23.710759337791135,82.97033067822198,897.0,1500000
2004-10,highland,147.93117946339285,23.477875938833304,72.12956256586209,726.0,1500000
2004-11,highland,74.91654509007135,24.504760180898614,80.14395359732082,171.0,1500000
2004-12,highland,60.412560068303435,25.63636832356409,81.76556998714022,107.0,1500000
2005-01,highland,35.852648028541886,26.074207331104805,75.46172752842753,309.0,1500000
2005-02,highland,38.75239349287921,27.621907151868083,83.32271123747968,214.0,1500000
2005-03,highland,128.17616079161778,29.49861429466674,76.48434738945944,618.0,1500000
2005-04,highland,155.4954019692279,31.195892777814265,77.09941279988702,1648.0,1500000
2005-05,highland,293.2198330362864,31.110782268396957,80.6948166837471,4419.0,1500000
2005-06,highland,394.38395829139597,27.887164807916513,84.2090251352406,2186.0,1500000
2005-07,highland,464.722594739381,27.244310526842703,74.16276288586927,5417.0,1500000
2005-08,highland,396.05800387103477,25.600536092099457,79.536613957188,5457.0,1500000
2005-09,highland,262.19388491584874,24.288314823436888,80.00351135156512,3919.0,1500000
2005-10,highland,83.39244810218406,24.091259828893875,78.76965520245247,405.0,1500000
2005-11,highland,74.712721577081,25.132077138109054,81.50064889117206,146.0,1500000
2005-12,highland,34.309107842468606,24.93497401981211,80.40706442649203,26.0,1500000
2006-01,highland,15.515430348827913,27.92423553877272,81.8259238668299,103.0,1500000
2006-02,highland,14.060368152036013,28.788121315392846,85.48253780642321,896.0,1500000
2006-03,highland,124.53042567042226,28.342161161501625,80.28576057299207,569.0,1500000
2006-04,highland,156.0517732919665,29.201531076715717,82.31004770109011,631.0,1500000
2006-05,highland,302.3347861453743,29.949502055463274,75.80781579712308,1981.0,1500000
2006-06,highland,376.621443718955,30.137573986217635,77.79630016774605,5251.0,1500000
2006-07,highland,492.1541026735465,26.94645305844409,84.87171502999443,9123.0,1500000
2006-08,highland,397.1870327622905,26.51011351785125,72.83694604571012,1854.0,1500000
2006-09,highland,306.55083508342693,23.64241706249628,73.7285643632436,3601.0,1500000
2006-10,highland,139.24812300242047,25.561700284399496,83.45649692170987,516.0,1500000
2006-11,highland,58.13631691154956,23.59985287252421,70.87446477570266,1103.0,1500000
2006-12,highland,96.77488055643178,25.46925874422243,79.72578296554921,306.0,1500000
2007-01,highland,0.0,26.356194335168077,75.56469314817929,174.0,1500000
2007-02,highland,59.95616920330572,30.444019377014747,77.73259554278371,1315.0,1500000
2007-03,highland,69.81404360407161,29.848701949687857,78.5265211994124,1061.0,1500000
2007-04,highland,209.19615834343293,30.113880535361403,75.13079130770998,3255.0,1500000
2007-05,highland,173.874201950143,30.071118431647267,85.39228889929467,2973.0,1500000
2007-06,highland,401.98661659691606,29.235006653612142,81.87456236556189,6001.0,1500000
2007-07,highland,550.4699533814223,26.836572778477695,84.47950258468714,8890.0,1500000
2007-08,highland,382.8418134542055,25.208817419410252,85.77490454134448,4922.0,1500000
2007-09,highland,351.0794804590975,24.13188069171638,75.7119368904792,6445.0,1500000
2007-10,highland,161.86966050588737,23.79833152733947,86.50678390129187,1366.0,1500000
2007-11,highland,75.62921030180422,23.867221557177757,84.95086513738185,500.0,1500000
2007-12,highland,11.696472833965252,24.77428685467962,76.22319776441417,206.0,1500000
2008-01,highland,53.24340544664864,27.98039761547831,83.62401142473148,270.0,1500000
2008-02,highland,73.70526105079443,29.873802769102642,73.07381867457634,424.0,1500000
2008-03,highland,32.70956665140956,30.565193966964834,85.96053824245544,1203.0,1500000
2008-04,highland,169.47222287717582,30.55588882334531,82.13415199343999,1066.0,1500000
2008-05,highland,245.04707131160524,30.59681292339004,78.18454867089378,2928.0,1500000
2008-06,highland,368.51751309989544,29.04866161904088,73.79876237205994,4022.0,1500000
2008-07,highland,551.6601585018861,26.38662554823002,77.54849387901682,6743.0,1500000
2008-08,highland,406.77081267688664,26.220166226160273,86.02947513871328,1562.0,1500000
2008-09,highland,251.7921225208255,24.949714433736432,74.91549716846335,22988.0,1500000
2008-10,highland,151.21651290329507,24.029187311094134,75.65369045782732,1152.0,1500000
2008-11,highland,101.37469866727253,23.360988403534417,76.50064120426988,614.0,1500000
2008-12,highland,85.42924512676728,27.03796273174042,76.7100288782978,176.0,1500000
2009-01,highland,90.53263133312595,27.17128037607665,76.14204240119456,1133.0,1500000
2009-02,highland,0.0,28.77396049075641,83.48590525410506,589.0,1500000
2009-03,highland,156.3941484229171,29.93339959632834,76.05707041864049,2099.0,1500000
2009-04,highland,175.43848214458924,30.997135644323524,83.87075687225052,1793.0,1500000
2009-05,highland,247.19813620799763,31.06658395621609,79.45451391573583,9451.0,1500000
2009-06,highland,455.1867989649871,28.048369086371764,76.83510189857633,3313.0,1500000
2009-07,highland,455.8861050854317,25.733508067050973,85.3628781478677,2509.0,1500000
2009-08,highland,356.0285141392317,25.49985395139725,76.25529178588785,4320.0,1500000
2009-09,highland,272.93537602611167,25.50896281451319,77.7942876052583,4686.0,1500000
2009-10,highland,99.6450659132153,23.198210437378695,84.07668278359702,383.0,1500000
2009-11,highland,79.63884662448385,23.372320327203195,75.16342361914977,452.0,1500000
2009-12,highland,3.100110223877749,24.463266595538272,85.21790833853674,119.0,1500000
2000-01,coast,13.466250327394278,26.94219331839487,82.1174411843114,,1500000
2000-02,coast,0.0,29.723643360367905,82.81601034718972,,1500000
2000-03,coast,58.32457675614467,29.20487849170462,76.78383718424972,1716.0,1500000
2000-04,coast,221.2717001050102,29.669148474494417,79.60436782852625,605.0,1500000
2000-05,coast,222.2321519947825,29.50519030138833,75.76881856177876,2016.0,1500000
2000-06,coast,398.98255092723616,28.74675588880991,81.18501570315821,3585.0,1500000
2000-07,coast,547.2281359198996,26.299653127940143,77.78241391010475,2436.0,1500000
2000-08,coast,398.9967718557203,25.10044101097195,68.7756320221057,2108.0,1500000
2000-09,coast,282.8666219710115,25.214950553920644,86.51390340681738,3858.0,1500000
2000-10,coast,68.39031097063463,23.47669372238089,81.22496879368755,1914.0,1500000
2000-11,coast,87.10915018191099,23.307338439013353,85.8367217048769,286.0,1500000
2000-12,coast,32.02994723558763,23.881415059891296,72.53540936813398,47.0,1500000
2001-01,coast,44.2167880102193,25.493363633803494,80.7795422643774,713.0,1500000
2001-02,coast,43.61178879013253,29.403686438653516,76.57795768384493,142.0,1500000
2001-03,coast,45.51232841584006,30.280686024161874,80.0376859009798,4801.0,1500000
2001-04,coast,155.59201554169354,30.485632218261866,76.75654037266405,4453.0,1500000
2001-05,coast,265.3243123195628,31.69913774584481,81.81127378500628,2456.0,1500000
2001-06,coast,417.5307857734723,30.004338713604376,79.67081134626895,4263.0,1500000
2001-07,coast,489.18954531567863,25.94847621121813,79.96202900442653,11784.0,1500000
2001-08,coast,429.0179849378122,23.710931983219048,81.86542461985812,,1500000
2001-09,coast,300.11764576026826,23.619157187771027,76.75922422658823,1827.0,1500000
2001-10,coast,212.4571504904452,24.418623711244713,78.76811745419613,573.0,1500000
2001-11,coast,87.41575489495742,24.0272955423069,78.72852692276629,339.0,1500000
2001-12,coast,58.89703227415504,24.706403908274527,72.90721501439081,249.0,1500000
2002-01,coast,33.740860514823794,27.090256192540664,70.40468383848538,,1500000
2002-02,coast,106.4707492061137,27.1597481926498,85.9039565971354,290.0,1500000
2002-03,coast,96.27133719260607,29.656435942709457,73.58762018480788,1941.0,1500000
2002-04,coast,160.15622644559193,29.582198954078187,69.7775619876112,5606.0,1500000
2002-05,coast,215.69807019717592,30.79902250996382,83.59491611061868,2649.0,1500000
2002-06,coast,451.729881640784,27.338734916147207,83.81566579664972,9117.0,1500000
2002-07,coast,527.1061558080603,26.773625411945602,84.6552967878428,1921.0,1500000
2002-08,coast,454.15483907444127,24.040623782005653,83.01619150606652,4965.0,1500000
2002-09,coast,245.02357456587427,24.590759318713612,81.00599381808419,1004.0,1500000
2002-10,coast,113.05174137801188,22.688584429538572,78.64021315280718,1474.0,1500000
2002-11,coast,104.61479408944498,24.157588368122866,80.81977374229531,200.0,1500000
2002-12,coast,14.01392805861964,24.746408559220765,77.22514040481062,150.0,1500000
2003-01,coast,59.711925263534226,26.623902026153573,73.87278729145362,434.0,1500000
2003-02,coast,35.01491161537292,29.94054841107648,78.02594618026652,178.0,1500000
2003-03,coast,58.43028311588583,28.987899068156015,82.59252596418361,1751.0,1500000
2003-04,coast,84.31502692058021,30.30544677614294,80.06488832067426,1641.0,1500000
2003-05,coast,308.8564225843546,29.817275702896122,75.17674594534688,2973.0,1500000
2003-06,coast,358.2170008131972,29.445715418706307,73.78252828524641,5617.0,1500000
2003-07,coast,443.9362305290786,25.307778057355748,78.2690191734549,8778.0,1500000
2003-08,coast,341.3358903109498,24.720065371129408,80.10724192063314,1063.0,1500000
2003-09,coast,273.1431939533324,24.543798461592125,79.89866974450428,2236.0,1500000
2003-10,coast,142.52654178022726,23.90204653269859,87.81051876686878,876.0,1500000
2003-11,coast,85.0754587744439,24.13223178668367,82.65619933974668,448.0,1500000
2003-12,coast,27.687421561089142,25.02012639560817,82.91097577768561,232.0,1500000
2004-01,coast,24.066728797494136,28.340241255019432,77.61778870555915,97.0,1500000
2004-02,coast,56.549085293402875,30.362410972788105,77.61694814709655,472.0,1500000
2004-03,coast,42.00749159983976,30.34506964089168,82.87209202624558,1671.0,1500000
2004-04,coast,164.37969186957875,31.316071431113922,78.39248148015233,4348.0,1500000
2004-05,coast,331.86156555201336,31.42828121659307,76.5023386882293,5154.0,1500000
2004-06,coast,432.8492878526556,29.177500817077934,81.74328253498742,8376.0,1500000
2004-07,coast,498.4536676629556,27.594962950549334,81.42581880165204,4334.0,1500000
2004-08,coast,367.0316843368849,25.930371007428672,76.18987713190128,2893.0,1500000
2004-09,coast,327.00492096024067,23.565968835127148,83.68789640577396,4348.0,1500000
2004-10,coast,192.4744453161096,25.17383244273133,76.30665790720263,966.0,1500000
2004-11,coast,130.97798520696273,24.054209236030168,86.88504024635719,1173.0,1500000
2004-12,coast,40.98913789994917,25.607306670440952,84.35812001823537,531.0,1500000
2005-01,coast,51.474679446312834,27.003110555205573,73.77730316621019,183.0,1500000
2005-02,coast,0.0,27.755258929569948,80.7933916792583,1368.0,1500000
2005-03,coast,35.71301913877467,29.828147340648258,75.9535240263668,1573.0,1500000
2005-04,coast,147.45336252980454,31.62528048294854,80.13525189392118,979.0,1500000
2005-05,coast,240.67833069664553,30.95406505656084,78.84767677618439,3825.0,1500000
2005-06,coast,397.8566877864625,29.359671571905,71.57762687056442,1027.0,1500000
2005-07,coast,496.6241642703319,28.4292419241504,80.77262612082603,5208.0,1500000
2005-08,coast,378.27961881818834,24.867873323254887,82.8237833221841,9810.0,1500000
2005-09,coast,253.08691411348636,25.376057193660778,76.8171802422244,360.0,1500000
2005-10,coast,133.72360304772624,24.291922775674617,74.93420062075008,771.0,1500000
2005-11,coast,130.1818168321616,23.952639671062045,77.86466609123663,765.0,1500000
2005-12,coast,67.72986417910089,26.54627417471563,79.51733619626478,75.0,1500000
2006-01,coast,0.0,26.478645093696205,85.82481985891324,690.0,1500000
2006-02,coast,65.59875644059251,28.84213475802553,78.85273760665648,423.0,1500000
2006-03,coast,0.0,29.492298778662136,85.33793874155702,,1500000
2006-04,coast,155.4471461674757,31.345278353272565,83.66122808101491,4678.0,1500000
2006-05,coast,319.23933281172305,31.034595465361672,75.58064374034353,3010.0,1500000
2006-06,coast,418.33624896779673,28.9211830476217,81.86847474447859,3845.0,1500000
2006-07,coast,492.694491827277,27.387877587344537,81.44795461852148,3633.0,1500000
2006-08,coast,418.187973365915,26.305988234942014,77.26514264361731,4905.0,1500000
2006-09,coast,228.29648885332978,25.93800971968949,81.54347059118912,,1500000
2006-10,coast,91.2522411331148,24.476419811590915,81.35046485252278,6063.0,1500000
2006-11,coast,75.29522314339678,24.459206509321007,77.87969242145789,373.0,1500000
2006-12,coast,40.88317779296233,24.499211462515945,91.33745508412464,,1500000
2007-01,coast,0.0,27.37180649797776,79.21856625532807,110.0,1500000
2007-02,coast,49.11449423150402,28.921741814385065,81.45954248395505,669.0,1500000
2007-03,coast,58.12094948705983,29.939442212565936,81.81190375895287,1301.0,1500000
2007-04,coast,91.98839323842932,31.02348212948312,80.67789887876275,4476.0,1500000
2007-05,coast,242.26378433885802,30.725899923848207,78.95412972082377,4111.0,1500000
2007-06,coast,346.8778281311622,28.365922592193602,77.50722998039866,2002.0,1500000
2007-07,coast,464.72950987636,28.013702411293846,79.80284851009017,1487.0,1500000
2007-08,coast,404.47774999575915,24.848306357758926,82.00360138489104,8989.0,1500000
2007-09,coast,285.978774034264,25.505080693695653,85.77645536529295,1343.0,1500000
2007-10,coast,171.80471083305196,22.565475188317556,77.1788478169439,2191.0,1500000
2007-11,coast,121.61574171856768,24.239013827294738,87.55830951989103,149.0,1500000
2007-12,coast,62.98136980476488,24.861382430342868,76.14209088918112,278.0,1500000
2008-01,coast,40.67023842341552,28.127770939089736,76.08080722627435,378.0,1500000
2008-02,coast,0.0,28.967388295066193,74.69832280783967,1522.0,1500000
2008-03,coast,52.3323911657513,29.788047361595787,81.83823316844206,1912.0,1500000
2008-04,coast,234.99119938874833,30.857731460562835,80.06486904849913,2513.0,1500000
2008-05,coast,270.5016713531758,29.71826571987381,79.851532115362,6743.0,1500000
2008-06,coast,453.09502089599346,28.905541611787164,78.89276461563684,2899.0,1500000
2008-07,coast,466.6174586452218,28.93801345687946,84.11601684540665,3812.0,1500000
2008-08,coast,471.35967655968113,25.49192378131732,79.77189505410189,14569.0,1500000
2008-09,coast,291.5113909018405,23.138327604555197,81.26175056272281,1776.0,1500000
2008-10,coast,83.40104937976456,23.24367424310203,77.4888429950333,2460.0,1500000
