time_period,location,rainfall,mean_temperature,disease_cases,population
2003-03,AN GIANG,20.684,29.29,1121.0,2211544
2003-04,AN GIANG,29.186,30.62,5033.0,2211544
2003-05,AN GIANG,222.803,27.71,11603.0,2211544
2003-06,AN GIANG,164.5,27.42,1278.0,2211544
2003-07,AN GIANG,294.56,26.66,1425.0,2211544
2003-08,AN GIANG,267.292,27.04,829.0,2211544
2003-09,AN GIANG,276.254,26.46,1749.0,2211544
2003-10,AN GIANG,425.143,25.97,5865.0,2211544
2003-11,AN GIANG,96.283,26.96,2368.0,2211544
2003-12,AN GIANG,10.343,26.2,27926.0,2211544
2004-01,AN GIANG,4.738,26.95,422.0,2211544
2004-02,AN GIANG,3.36,26.88,622.0,2211544
2004-03,AN GIANG,13.953,28.93,317.0,2211544
2004-04,AN GIANG,49.808,30.31,5100.0,2211544
2004-05,AN GIANG,161.575,28.19,14187.0,2211544
2004-06,AN GIANG,237.58,26.87,785.0,2211544
2004-07,AN GIANG,228.311,26.76,1634.0,2211544
2004-08,AN GIANG,213.121,26.77,1929.0,2211544
2004-09,AN GIANG,255.779,26.71,3711.0,2211544
2004-10,AN GIANG,167.933,26.45,1211.0,2211544
2004-11,AN GIANG,86.865,27.0,745.0,2211544
2004-12,AN GIANG,1.6,26.35,646.0,2211544
2005-01,AN GIANG,2.883,25.93,265.0,2211544
2005-02,AN GIANG,0.675,27.67,317.0,2211544
2005-03,AN GIANG,13.734,28.53,1781.0,2211544
2005-04,AN GIANG,31.213,30.19,4200.0,2211544
2005-05,AN GIANG,195.405,28.24,23169.0,2211544
2005-06,AN GIANG,156.085,27.56,1225.0,2211544
2005-07,AN GIANG,248.319,26.57,9956.0,2211544
2005-08,AN GIANG,173.413,27.22,870.0,2211544
2005-09,AN GIANG,224.83,26.8,7438.0,2211544
2005-10,AN GIANG,328.072,26.48,481.0,2211544
2005-11,AN GIANG,145.697,26.23,1584.0,2211544
2005-12,AN GIANG,101.638,24.95,14727.0,2211544
2006-01,AN GIANG,17.484,25.91,207.0,2211544
2006-02,AN GIANG,12.733,27.54,490.0,2211544
2006-03,AN GIANG,42.984,28.27,364.0,2211544
2006-04,AN GIANG,124.369,28.27,2287.0,2211544
2006-05,AN GIANG,233.801,27.27,2218.0,2211544
2006-06,AN GIANG,269.949,26.79,770.0,2211544
2006-07,AN GIANG,192.135,26.7,4326.0,2211544
2006-08,AN GIANG,264.117,26.58,6153.0,2211544
2006-09,AN GIANG,301.331,26.53,801.0,2211544
2006-10,AN GIANG,234.01,26.47,1675.0,2211544
2006-11,AN GIANG,48.568,27.32,7765.0,2211544
2006-12,AN GIANG,12.468,27.36,1286.0,2211544
2007-01,AN GIANG,52.642,26.18,877.0,2211544
2007-02,AN GIANG,4.213,26.77,32.0,2211544
2007-03,AN GIANG,69.901,28.12,893.0,2211544
2007-04,AN GIANG,108.313,29.08,1347.0,2211544
2007-05,AN GIANG,238.331,27.17,9784.0,2211544
2007-06,AN GIANG,275.355,27.22,3343.0,2211544
2007-07,AN GIANG,245.057,26.63,11323.0,2211544
2007-08,AN GIANG,218.112,26.74,2347.0,2211544
2007-09,AN GIANG,233.868,26.87,7418.0,2211544
2007-10,AN GIANG,347.016,26.11,389.0,2211544
2007-11,AN GIANG,126.402,25.29,2639.0,2211544
2007-12,AN GIANG,20.984,26.51,2906.0,2211544
2008-01,AN GIANG,17.165,26.58,1098.0,2211544
2008-02,AN GIANG,14.454,27.07,940.0,2211544
2008-03,AN GIANG,52.779,27.83,250.0,2211544
2008-04,AN GIANG,148.374,28.28,4160.0,2211544
2008-05,AN GIANG,279.232,26.66,4828.0,2211544
2008-06,AN GIANG,196.101,26.82,6026.0,2211544
2008-07,AN GIANG,228.479,26.85,15755.0,2211544
2008-08,AN GIANG,231.844,26.73,2843.0,2211544
2008-09,AN GIANG,348.715,26.48,1763.0,2211544
2008-10,AN GIANG,283.67,26.59,1597.0,2211544
2008-11,AN GIANG,211.664,25.66,10050.0,2211544
2008-12,AN GIANG,87.39,25.35,3635.0,2211544
2009-01,AN GIANG,5.395,24.36,780.0,2211544
2009-02,AN GIANG,53.178,26.55,172.0,2211544
2009-03,AN GIANG,79.27,28.2,233.0,2211544
2009-04,AN GIANG,145.633,28.29,7955.0,2211544
2009-05,AN GIANG,265.844,26.87,4815.0,2211544
2009-06,AN GIANG,162.784,27.26,5635.0,2211544
2009-07,AN GIANG,198.606,27.04,11892.0,2211544
2009-08,AN GIANG,207.155,27.43,2922.0,2211544
2009-09,AN GIANG,263.102,26.56,1607.0,2211544
2009-10,AN GIANG,210.621,26.44,1075.0,2211544
2009-11,AN GIANG,43.534,26.89,1483.0,2211544
2009-12,AN GIANG,20.058,26.75,3798.0,2211544
2000-01,DAK LAK,25.292,26.21,,2114170
2000-02,DAK LAK,27.859,26.87,,2114170
2000-03,DAK LAK,79.686,27.92,1059.0,2114170
2000-04,DAK LAK,166.533,27.59,5449.0,2114170
2000-05,DAK LAK,182.47,27.37,4072.0,2114170
2000-06,DAK LAK,256.345,26.48,415.0,2114170
2000-07,DAK LAK,183.634,26.55,2103.0,2114170
2000-08,DAK LAK,237.97,26.54,1146.0,2114170
2000-09,DAK LAK,198.228,26.72,230.0,2114170
2000-10,DAK LAK,367.548,26.07,791.0,2114170
2000-11,DAK LAK,151.672,26.1,743.0,2114170
2000-12,DAK LAK,127.691,25.68,7594.0,2114170
2001-01,DAK LAK,46.183,25.53,447.0,2114170
2001-02,DAK LAK,33.959,26.58,555.0,2114170
2001-03,DAK LAK,139.248,27.48,396.0,2114170
2001-04,DAK LAK,121.248,28.18,1596.0,2114170
2001-05,DAK LAK,133.78,27.78,14117.0,2114170
2001-06,DAK LAK,238.535,26.83,3656.0,2114170
2001-07,DAK LAK,191.575,26.96,2013.0,2114170
2001-08,DAK LAK,229.253,26.72,3197.0,2114170
2001-09,DAK LAK,240.789,26.82,959.0,2114170
2001-10,DAK LAK,347.679,26.33,1843.0,2114170
2001-11,DAK LAK,56.477,25.91,1381.0,2114170
2001-12,DAK LAK,25.314,26.49,7781.0,2114170
2002-01,DAK LAK,0.971,26.35,303.0,2114170
2002-02,DAK LAK,1.089,27.57,863.0,2114170
2002-03,DAK LAK,4.937,29.36,1202.0,2114170
2002-04,DAK LAK,45.73,30.11,1007.0,2114170
2002-05,DAK LAK,128.884,29.23,7409.0,2114170
2002-06,DAK LAK,185.71,27.42,5973.0,2114170
2002-07,DAK LAK,105.228,28.05,2512.0,2114170
2002-08,DAK LAK,257.939,26.81,11690.0,2114170
2002-09,DAK LAK,223.399,26.69,124.0,2114170
2002-10,DAK LAK,244.795,26.8,1880.0,2114170
2002-11,DAK LAK,160.143,26.42,677.0,2114170
2002-12,DAK LAK,69.345,26.72,2552.0,2114170
2003-01,DAK LAK,1.391,25.87,1025.0,2114170
2003-02,DAK LAK,2.559,27.47,773.0,2114170
2003-03,DAK LAK,20.684,29.29,957.0,2114170
2003-04,DAK LAK,29.186,30.62,8391.0,2114170
2003-05,DAK LAK,222.803,27.71,11335.0,2114170
2003-06,DAK LAK,164.5,27.42,846.0,2114170
2003-07,DAK LAK,294.56,26.66,7445.0,2114170
2003-08,DAK LAK,267.292,27.04,966.0,2114170
2003-09,DAK LAK,276.254,26.46,4837.0,2114170
2003-10,DAK LAK,425.143,25.97,3017.0,2114170
2003-11,DAK LAK,96.283,26.96,1572.0,2114170
2003-12,DAK LAK,10.343,26.2,37135.0,2114170
2004-01,DAK LAK,4.738,26.95,134.0,2114170
2004-02,DAK LAK,3.36,26.88,93.0,2114170
2004-03,DAK LAK,13.953,28.93,83.0,2114170
2004-04,DAK LAK,49.808,30.31,7529.0,2114170
2004-05,DAK LAK,161.575,28.19,9644.0,2114170
2004-06,DAK LAK,237.58,26.87,1964.0,2114170
2004-07,DAK LAK,228.311,26.76,1943.0,2114170
2004-08,DAK LAK,213.121,26.77,2826.0,2114170
2004-09,DAK LAK,255.779,26.71,3351.0,2114170
2004-10,DAK LAK,167.933,26.45,3985.0,2114170
2004-11,DAK LAK,86.865,27.0,3761.0,2114170
2004-12,DAK LAK,1.6,26.35,1888.0,2114170
2005-01,DAK LAK,2.883,25.93,306.0,2114170
2005-02,DAK LAK,0.675,27.67,366.0,2114170
2005-03,DAK LAK,13.734,28.53,1516.0,2114170
2005-04,DAK LAK,31.213,30.19,2314.0,2114170
2005-05,DAK LAK,195.405,28.24,5320.0,2114170
2005-06,DAK LAK,156.085,27.56,2392.0,2114170
2005-07,DAK LAK,248.319,26.57,5705.0,2114170
2005-08,DAK LAK,173.413,27.22,2591.0,2114170
2005-09,DAK LAK,224.83,26.8,3728.0,2114170
2005-10,DAK LAK,328.072,26.48,483.0,2114170
2005-11,DAK LAK,145.697,26.23,1878.0,2114170
2005-12,DAK LAK,101.638,24.95,4030.0,2114170
2006-01,DAK LAK,17.484,25.91,196.0,2114170
2006-02,DAK LAK,12.733,27.54,571.0,2114170
2006-03,DAK LAK,42.984,28.27,1527.0,2114170
2006-04,DAK LAK,124.369,28.27,3105.0,2114170
2006-05,DAK LAK,233.801,27.27,2907.0,2114170
2006-06,DAK LAK,269.949,26.79,7006.0,2114170
2006-07,DAK LAK,192.135,26.7,3008.0,2114170
2006-08,DAK LAK,264.117,26.58,3072.0,2114170
2006-09,DAK LAK,301.331,26.53,358.0,2114170
2006-10,DAK LAK,234.01,26.47,2409.0,2114170
2006-11,DAK LAK,48.568,27.32,4058.0,2114170
2006-12,DAK LAK,12.468,27.36,4043.0,2114170
2007-01,DAK LAK,52.642,26.18,924.0,2114170
2007-02,DAK LAK,4.213,26.77,255.0,2114170
2007-03,DAK LAK,69.901,28.12,392.0,2114170
2007-04,DAK LAK,108.313,29.08,2160.0,2114170
2007-05,DAK LAK,238.331,27.17,6446.0,2114170
2007-06,DAK LAK,275.355,27.22,1856.0,2114170
2007-07,DAK LAK,245.057,26.63,17961.0,2114170
2007-08,DAK LAK,218.112,26.74,5657.0,2114170
2007-09,DAK LAK,233.868,26.87,2193.0,2114170
2007-10,DAK LAK,347.016,26.11,3817.0,2114170
2007-11,DAK LAK,126.402,25.29,1673.0,2114170
2007-12,DAK LAK,20.984,26.51,1578.0,2114170
2008-01,DAK LAK,17.165,26.58,251.0,2114170
2008-02,DAK LAK,14.454,27.07,571.0,2114170
2008-03,DAK LAK,52.779,27.83,857.0,2114170
2008-04,DAK LAK,148.374,28.28,730.0,2114170
2008-05,DAK LAK,279.232,26.66,3445.0,2114170
2008-06,DAK LAK,196.101,26.82,826.0,2114170
2008-07,DAK LAK,228.479,26.85,20780.0,2114170
2008-08,DAK LAK,231.844,26.73,2241.0,2114170
2008-09,DAK LAK,348.715,26.48,1773.0,2114170
2008-10,DAK LAK,283.67,26.59,977.0,2114170
2008-11,DAK LAK,211.664,25.66,2073.0,2114170
2008-12,DAK LAK,87.39,25.35,2035.0,2114170
2009-01,DAK LAK,5.395,24.36,1286.0,2114170
2009-02,DAK LAK,53.178,26.55,106.0,2114170
2009-03,DAK LAK,79.27,28.2,343.0,2114170
2009-04,DAK LAK,145.633,28.29,11189.0,2114170
2009-05,DAK LAK,265.844,26.87,5597.0,2114170
2009-06,DAK LAK,162.784,27.26,1273.0,2114170
2009-07,DAK LAK,198.606,27.04,4722.0,2114170
2009-08,DAK LAK,207.155,27.43,2594.0,2114170
2009-09,DAK LAK,263.102,26.56,1875.0,2114170
2009-10,DAK LAK,210.621,26.44,294.0,2114170
2009-11,DAK LAK,43.534,26.89,1694.0,2114170
2009-12,DAK LAK,20.058,26.75,1640.0,2114170
2000-01,HA GIANG,25.292,26.21,,879206
2000-02,HA GIANG,27.859,26.87,,879206
2000-03,HA GIANG,79.686,27.92,362.0,879206
2000-04,HA GIANG,166.533,27.59,674.0,879206
2000-05,HA GIANG,182.47,27.37,843.0,879206
2000-06,HA GIANG,256.345,26.48,681.0,879206
2000-07,HA GIANG,183.634,26.55,706.0,879206
2000-08,HA GIANG,237.97,26.54,641.0,879206
2000-09,HA GIANG,198.228,26.72,283.0,879206
2000-10,HA GIANG,367.548,26.07,472.0,879206
2000-11,HA GIANG,151.672,26.1,186.0,879206
2000-12,HA GIANG,127.691,25.68,3340.0,879206
2001-01,HA GIANG,46.183,25.53,56.0,879206
2001-02,HA GIANG,33.959,26.58,194.0,879206
2001-03,HA GIANG,139.248,27.48,495.0,879206
2001-04,HA GIANG,121.248,28.18,220.0,879206
2001-05,HA GIANG,133.78,27.78,3571.0,879206
2001-06,HA GIANG,238.535,26.83,725.0,879206
2001-07,HA GIANG,191.575,26.96,407.0,879206
2001-08,HA GIANG,229.253,26.72,2003.0,879206
2001-09,HA GIANG,240.789,26.82,635.0,879206
2001-10,HA GIANG,347.679,26.33,1000.0,879206
2001-11,HA GIANG,56.477,25.91,451.0,879206
2001-12,HA GIANG,25.314,26.49,3610.0,879206
2002-01,HA GIANG,0.971,26.35,84.0,879206
2002-02,HA GIANG,1.089,27.57,92.0,879206
2002-03,HA GIANG,4.937,29.36,93.0,879206
2002-04,HA GIANG,45.73,30.11,3692.0,879206
2002-05,HA GIANG,128.884,29.23,2926.0,879206
2002-06,HA GIANG,185.71,27.42,4744.0,879206
2002-07,HA GIANG,105.228,28.05,696.0,879206
2002-08,HA GIANG,257.939,26.81,2892.0,879206
2002-09,HA GIANG,223.399,26.69,101.0,879206
2002-10,HA GIANG,244.795,26.8,1393.0,879206
2002-11,HA GIANG,160.143,26.42,310.0,879206
2002-12,HA GIANG,69.345,26.72,191.0,879206
2003-01,HA GIANG,1.391,25.87,592.0,879206
2003-02,HA GIANG,2.559,27.47,100.0,879206
2003-03,HA GIANG,20.684,29.29,211.0,879206
2003-04,HA GIANG,29.186,30.62,815.0,879206
2003-05,HA GIANG,222.803,27.71,1846.0,879206
2003-06,HA GIANG,164.5,27.42,1147.0,879206
2003-07,HA GIANG,294.56,26.66,2355.0,879206
2003-08,HA GIANG,267.292,27.04,792.0,879206
2003-09,HA GIANG,276.254,26.46,3094.0,879206
2003-10,HA GIANG,425.143,25.97,507.0,879206
2003-11,HA GIANG,96.283,26.96,539.0,879206
2003-12,HA GIANG,10.343,26.2,19361.0,879206
2004-01,HA GIANG,4.738,26.95,314.0,879206
2004-02,HA GIANG,3.36,26.88,483.0,879206
2004-03,HA GIANG,13.953,28.93,359.0,879206
2004-04,HA GIANG,49.808,30.31,403.0,879206
2004-05,HA GIANG,161.575,28.19,8011.0,879206
2004-06,HA GIANG,237.58,26.87,712.0,879206
2004-07,HA GIANG,228.311,26.76,394.0,879206
2004-08,HA GIANG,213.121,26.77,620.0,879206
2004-09,HA GIANG,255.779,26.71,931.0,879206
2004-10,HA GIANG,167.933,26.45,316.0,879206
2004-11,HA GIANG,86.865,27.0,2540.0,879206
2004-12,HA GIANG,1.6,26.35,548.0,879206
2005-01,HA GIANG,2.883,25.93,181.0,879206
2005-02,HA GIANG,0.675,27.67,74.0,879206
2005-03,HA GIANG,13.734,28.53,525.0,879206
2005-04,HA GIANG,31.213,30.19,156.0,879206
2005-05,HA GIANG,195.405,28.24,3300.0,879206
2005-06,HA GIANG,156.085,27.56,683.0,879206
2005-07,HA GIANG,248.319,26.57,2612.0,879206
2005-08,HA GIANG,173.413,27.22,303.0,879206
2005-09,HA GIANG,224.83,26.8,2897.0,879206
2005-10,HA GIANG,328.072,26.48,1289.0,879206
2005-11,HA GIANG,145.697,26.23,213.0,879206
2005-12,HA GIANG,101.638,24.95,1732.0,879206
2006-01,HA GIANG,17.484,25.91,89.0,879206
2006-02,HA GIANG,12.733,27.54,274.0,879206
2006-03,HA GIANG,42.984,28.27,432.0,879206
2006-04,HA GIANG,124.369,28.27,227.0,879206
2006-05,HA GIANG,233.801,27.27,1265.0,879206
2006-06,HA GIANG,269.949,26.79,1249.0,879206
2006-07,HA GIANG,192.135,26.7,1551.0,879206
2006-08,HA GIANG,264.117,26.58,1002.0,879206
2006-09,HA GIANG,301.331,26.53,724.0,879206
2006-10,HA GIANG,234.01,26.47,278.0,879206
2006-11,HA GIANG,48.568,27.32,1749.0,879206
2006-12,HA GIANG,12.468,27.36,6042.0,879206
2007-01,HA GIANG,52.642,26.18,204.0,879206
2007-02,HA GIANG,4.213,26.77,30.0,879206
2007-03,HA GIANG,69.901,28.12,934.0,879206
2007-04,HA GIANG,108.313,29.08,297.0,879206
2007-05,HA GIANG,238.331,27.17,2705.0,879206
2007-06,HA GIANG,275.355,27.22,958.0,879206
2007-07,HA GIANG,245.057,26.63,1474.0,879206
2007-08,HA GIANG,218.112,26.74,1925.0,879206
2007-09,HA GIANG,233.868,26.87,2016.0,879206
2007-10,HA GIANG,347.016,26.11,496.0,879206
2007-11,HA GIANG,126.402,25.29,560.0,879206
2007-12,HA GIANG,20.984,26.51,2155.0,879206
2008-01,HA GIANG,17.165,26.58,268.0,879206
2008-02,HA GIANG,14.454,27.07,215.0,879206
2008-03,HA GIANG,52.779,27.83,96.0,879206
2008-04,HA GIANG,148.374,28.28,510.0,879206
2008-05,HA GIANG,279.232,26.66,762.0,879206
2008-06,HA GIANG,196.101,26.82,1755.0,879206
2008-07,HA GIANG,228.479,26.85,8702.0,879206
2008-08,HA GIANG,231.844,26.73,389.0,879206
2008-09,HA GIANG,348.715,26.48,1023.0,879206
2008-10,HA GIANG,283.67,26.59,1135.0,879206
2008-11,HA GIANG,211.664,25.66,1730.0,879206
2008-12,HA GIANG,87.39,25.35,778.0,879206
2009-01,HA GIANG,5.395,24.36,467.0,879206
2009-02,HA GIANG,53.178,26.55,32.0,879206
2009-03,HA GIANG,79.27,28.2,118.0,879206
2009-04,HA GIANG,145.633,28.29,1500.0,879206
2009-05,HA GIANG,265.844,26.87,1431.0,879206
2009-06,HA GIANG,162.784,27.26,677.0,879206
2009-07,HA GIANG,198.606,27.04,3031.0,879206
2009-08,HA GIANG,207.155,27.43,369.0,879206
2009-09,HA GIANG,263.102,26.56,1345.0,879206
2009-10,HA GIANG,210.621,26.44,179.0,879206
2009-11,HA GIANG,43.534,26.89,608.0,879206
2009-12,HA GIANG,20.058,26.75,1220.0,879206
2000-01,KHANH HOA,25.292,26.21,,1174000
2000-02,KHANH HOA,27.859,26.87,,1174000
2000-03,KHANH HOA,79.686,27.92,391.0,1174000
2000-04,KHANH HOA,166.533,27.59,2283.0,1174000
2000-05,KHANH HOA,182.47,27.37,1596.0,1174000
2000-06,KHANH HOA,256.345,26.48,1581.0,1174000
2000-07,KHANH HOA,183.634,26.55,406.0,1174000
2000-08,KHANH HOA,237.97,26.54,1276.0,1174000
2000-09,KHANH HOA,198.228,26.72,824.0,1174000
2000-10,KHANH HOA,367.548,26.07,1680.0,1174000
2000-11,KHANH HOA,151.672,26.1,182.0,1174000
2000-12,KHANH HOA,127.691,25.68,3044.0,1174000
2001-01,KHANH HOA,46.183,25.53,393.0,1174000
2001-02,KHANH HOA,33.959,26.58,755.0,1174000
2001-03,KHANH HOA,139.248,27.48,569.0,1174000
2001-04,KHANH HOA,121.248,28.18,1532.0,1174000
2001-05,KHANH HOA,133.78,27.78,5081.0,1174000
2001-06,KHANH HOA,238.535,26.83,1983.0,1174000
2001-07,KHANH HOA,191.575,26.96,980.0,1174000
2001-08,KHANH HOA,229.253,26.72,2963.0,1174000
2001-09,KHANH HOA,240.789,26.82,331.0,1174000
2001-10,KHANH HOA,347.679,26.33,737.0,1174000
2001-11,KHANH HOA,56.477,25.91,343.0,1174000
2001-12,KHANH HOA,25.314,26.49,3026.0,1174000
2002-01,KHANH HOA,0.971,26.35,190.0,1174000
2002-02,KHANH HOA,1.089,27.57,213.0,1174000
2002-03,KHANH HOA,4.937,29.36,703.0,1174000
2002-04,KHANH HOA,45.73,30.11,3845.0,1174000
2002-05,KHANH HOA,128.884,29.23,3566.0,1174000
2002-06,KHANH HOA,185.71,27.42,383.0,1174000
2002-07,KHANH HOA,105.228,28.05,638.0,1174000
2002-08,KHANH HOA,257.939,26.81,4002.0,1174000
2002-09,KHANH HOA,223.399,26.69,461.0,1174000
2002-10,KHANH HOA,244.795,26.8,2691.0,1174000
2002-11,KHANH HOA,160.143,26.42,1546.0,1174000
2002-12,KHANH HOA,69.345,26.72,2586.0,1174000
2003-01,KHANH HOA,1.391,25.87,1776.0,1174000
2003-02,KHANH HOA,2.559,27.47,46.0,1174000
2003-03,KHANH HOA,20.684,29.29,400.0,1174000
2003-04,KHANH HOA,29.186,30.62,1951.0,1174000
2003-05,KHANH HOA,222.803,27.71,3188.0,1174000
2003-06,KHANH HOA,164.5,27.42,306.0,1174000
2003-07,KHANH HOA,294.56,26.66,6215.0,1174000
2003-08,KHANH HOA,267.292,27.04,438.0,1174000
2003-09,KHANH HOA,276.254,26.46,584.0,1174000
2003-10,KHANH HOA,425.143,25.97,1180.0,1174000
2003-11,KHANH HOA,96.283,26.96,805.0,1174000
2003-12,KHANH HOA,10.343,26.2,10583.0,1174000
2004-01,KHANH HOA,4.738,26.95,155.0,1174000
2004-02,KHANH HOA,3.36,26.88,211.0,1174000
2004-03,KHANH HOA,13.953,28.93,182.0,1174000
2004-04,KHANH HOA,49.808,30.31,3875.0,1174000
2004-05,KHANH HOA,161.575,28.19,10849.0,1174000
2004-06,KHANH HOA,237.58,26.87,2552.0,1174000
2004-07,KHANH HOA,228.311,26.76,3384.0,1174000
2004-08,KHANH HOA,213.121,26.77,1395.0,1174000
2004-09,KHANH HOA,255.779,26.71,790.0,1174000
2004-10,KHANH HOA,167.933,26.45,606.0,1174000
2004-11,KHANH HOA,86.865,27.0,213.0,1174000
2004-12,KHANH HOA,1.6,26.35,905.0,1174000
2005-01,KHANH HOA,2.883,25.93,331.0,1174000
2005-02,KHANH HOA,0.675,27.67,293.0,1174000
2005-03,KHANH HOA,13.734,28.53,697.0,1174000
2005-04,KHANH HOA,31.213,30.19,1661.0,1174000
2005-05,KHANH HOA,195.405,28.24,6849.0,1174000
2005-06,KHANH HOA,156.085,27.56,1674.0,1174000
2005-07,KHANH HOA,248.319,26.57,2456.0,1174000
2005-08,KHANH HOA,173.413,27.22,989.0,1174000
2005-09,KHANH HOA,224.83,26.8,3549.0,1174000
2005-10,KHANH HOA,328.072,26.48,309.0,1174000
2005-11,KHANH HOA,145.697,26.23,1196.0,1174000
2005-12,KHANH HOA,101.638,24.95,2554.0,1174000
2006-01,KHANH HOA,17.484,25.91,108.0,1174000
2006-02,KHANH HOA,12.733,27.54,408.0,1174000
2006-03,KHANH HOA,42.984,28.27,773.0,1174000
2006-04,KHANH HOA,124.369,28.27,1342.0,1174000
2006-05,KHANH HOA,233.801,27.27,1502.0,1174000
2006-06,KHANH HOA,269.949,26.79,1663.0,1174000
2006-07,KHANH HOA,192.135,26.7,3637.0,1174000
2006-08,KHANH HOA,264.117,26.58,809.0,1174000
2006-09,KHANH HOA,301.331,26.53,1026.0,1174000
2006-10,KHANH HOA,234.01,26.47,527.0,1174000
2006-11,KHANH HOA,48.568,27.32,1455.0,1174000
2006-12,KHANH HOA,12.468,27.36,7858.0,1174000
2007-01,KHANH HOA,52.642,26.18,761.0,1174000
2007-02,KHANH HOA,4.213,26.77,274.0,1174000
2007-03,KHANH HOA,69.901,28.12,201.0,1174000
2007-04,KHANH HOA,108.313,29.08,1530.0,1174000
2007-05,KHANH HOA,238.331,27.17,2180.0,1174000
2007-06,KHANH HOA,275.355,27.22,1382.0,1174000
2007-07,KHANH HOA,245.057,26.63,2962.0,1174000
2007-08,KHANH HOA,218.112,26.74,4338.0,1174000
2007-09,KHANH HOA,233.868,26.87,1788.0,1174000
2007-10,KHANH HOA,347.016,26.11,1022.0,1174000
2007-11,KHANH HOA,126.402,25.29,83.0,1174000
2007-12,KHANH HOA,20.984,26.51,5108.0,1174000
2008-01,KHANH HOA,17.165,26.58,252.0,1174000
2008-02,KHANH HOA,14.454,27.07,305.0,1174000
2008-03,KHANH HOA,52.779,27.83,489.0,1174000
2008-04,KHANH HOA,148.374,28.28,1981.0,1174000
2008-05,KHANH HOA,279.232,26.66,2982.0,1174000
2008-06,KHANH HOA,196.101,26.82,1751.0,1174000
2008-07,KHANH HOA,228.479,26.85,4065.0,1174000
2008-08,KHANH HOA,231.844,26.73,783.0,1174000
2008-09,KHANH HOA,348.715,26.48,2665.0,1174000
2008-10,KHANH HOA,283.67,26.59,1095.0,1174000
2008-11,KHANH HOA,211.664,25.66,1084.0,1174000
2008-12,KHANH HOA,87.39,25.35,1551.0,1174000
2009-01,KHANH HOA,5.395,24.36,991.0,1174000
2009-02,KHANH HOA,53.178,26.55,30.0,1174000
2009-03,KHANH HOA,79.27,28.2,263.0,1174000
2009-04,KHANH HOA,145.633,28.29,605.0,1174000
2009-05,KHANH HOA,265.844,26.87,4250.0,1174000
2009-06,KHANH HOA,162.784,27.26,2320.0,1174000
2009-07,KHANH HOA,198.606,27.04,2608.0,1174000
2009-08,KHANH HOA,207.155,27.43,544.0,1174000
2009-09,KHANH HOA,263.102,26.56,760.0,1174000
2009-10,KHANH HOA,210.621,26.44,394.0,1174000
2009-11,KHANH HOA,43.534,26.89,1661.0,1174000
2009-12,KHANH HOA,20.058,26.75,516.0,1174000
