time_period,location,rainfall,mean_temperature,disease_cases,population
2003-03,AN GIANG,20.684,29.29,1121.0,2211544
2003-04,AN GIANG,29.186,30.62,5033.0,2211544
2003-05,AN GIANG,222.803,27.71,11603.0,2211544
2003-06,AN GIANG,164.5,27.42,1278.0,2211544
2003-07,AN GIANG,294.56,26.66,1425.0,2211544
2003-08,AN GIANG,267.292,27.04,829.0,2211544
2003-09,AN GIANG,276.254,26.46,1749.0,2211544
2003-10,AN GIANG,425.143,25.97,5865.0,2211544
2003-11,AN GIANG,96.283,26.96,2368.0,2211544
2003-12,AN GIANG,10.343,26.2,27926.0,2211544
2004-01,AN GIANG,4.738,26.95,422.0,2211544
2004-02,AN GIANG,3.36,26.88,622.0,2211544
2004-03,AN GIANG,13.953,28.93,317.0,2211544
2004-04,AN GIANG,49.808,30.31,5100.0,2211544
2004-05,AN GIANG,161.575,28.19,14187.0,2211544
2004-06,AN GIANG,237.58,26.87,785.0,2211544
2004-07,AN GIANG,228.311,26.76,1634.0,2211544
2004-08,AN GIANG,213.121,26.77,1929.0,2211544
2004-09,AN GIANG,255.779,26.71,3711.0,2211544
2004-10,AN GIANG,167.933,26.45,1211.0,2211544
2004-11,AN GIANG,86.865,27.0,745.0,2211544
2004-12,AN GIANG,1.6,26.35,646.0,2211544
2005-01,AN GIANG,2.883,25.93,265.0,2211544
2005-02,AN GIANG,0.675,27.67,317.0,2211544
2005-03,AN GIANG,13.734,28.53,1781.0,2211544
2005-04,AN GIANG,31.213,30.19,4200.0,2211544
2005-05,AN GIANG,195.405,28.24,23169.0,2211544
2005-06,AN GIANG,156.085,27.56,1225.0,2211544
2005-07,AN GIANG,248.319,26.57,9956.0,2211544
2005-08,AN GIANG,173.413,27.22,870.0,2211544
2005-09,AN GIANG,224.83,26.8,7438.0,2211544
2005-10,AN GIANG,328.072,26.48,481.0,2211544
2005-11,AN GIANG,145.697,26.23,1584.0,2211544
2005-12,AN GIANG,101.638,24.95,14727.0,2211544
2006-01,AN GIANG,17.484,25.91,207.0,2211544
2006-02,AN GIANG,12.733,27.54,490.0,2211544
2006-03,AN GIANG,42.984,28.27,364.0,2211544
2006-04,AN GIANG,124.369,28.27,2287.0,2211544
2006-05,AN GIANG,233.801,27.27,2218.0,2211544
2006-06,AN GIANG,269.949,26.79,770.0,2211544
2006-07,AN GIANG,192.135,26.7,4326.0,2211544
2006-08,AN GIANG,264.117,26.58,6153.0,2211544
2006-09,AN GIANG,301.331,26.53,801.0,2211544
2006-10,AN GIANG,234.01,26.47,1675.0,2211544
2006-11,AN GIANG,48.568,27.32,7765.0,2211544
2006-12,AN GIANG,12.468,27.36,1286.0,2211544
2007-01,AN GIANG,52.642,26.18,877.0,2211544
2007-02,AN GIANG,4.213,26.77,32.0,2211544
2007-03,AN GIANG,69.901,28.12,893.0,2211544
2007-04,AN GIANG,108.313,29.08,1347.0,2211544
2007-05,AN GIANG,238.331,27.17,9784.0,2211544
2007-06,AN GIANG,275.355,27.22,3343.0,2211544
2007-07,AN GIANG,245.057,26.63,11323.0,2211544
2007-08,AN GIANG,218.112,26.74,2347.0,2211544
2007-09,AN GIANG,233.868,26.87,7418.0,2211544
2007-10,AN GIANG,347.016,26.11,389.0,2211544
2007-11,AN GIANG,126.402,25.29,2639.0,2211544
2007-12,AN GIANG,20.984,26.51,2906.0,2211544
2000-01,DAK LAK,34.409,21.64,,2114170
2000-02,DAK LAK,35.191,22.21,,2114170
2000-03,DAK LAK,33.276,24.15,622.0,2114170
2000-04,DAK LAK,146.428,25.3,3720.0,2114170
2000-05,DAK LAK,242.794,25.47,3504.0,2114170
2000-06,DAK LAK,163.75,24.42,721.0,2114170
2000-07,DAK LAK,181.898,24.05,12929.0,2114170
2000-08,DAK LAK,178.226,24.34,773.0,2114170
2000-09,DAK LAK,171.106,23.74,638.0,2114170
2000-10,DAK LAK,302.809,23.28,596.0,2114170
2000-11,DAK LAK,105.042,22.31,1228.0,2114170
2000-12,DAK LAK,126.268,21.38,5094.0,2114170
2001-01,DAK LAK,30.598,21.93,254.0,2114170
2001-02,DAK LAK,13.139,22.52,933.0,2114170
2001-03,DAK LAK,123.206,24.48,263.0,2114170
2001-04,DAK LAK,43.128,26.65,1306.0,2114170
2001-05,DAK LAK,165.776,26.05,21627.0,2114170
2001-06,DAK LAK,145.521,24.85,2702.0,2114170
2001-07,DAK LAK,107.934,25.23,8421.0,2114170
2001-08,DAK LAK,239.22,24.16,2806.0,2114170
2001-09,DAK LAK,134.215,24.65,610.0,2114170
2001-10,DAK LAK,178.416,23.82,5548.0,2114170
2001-11,DAK LAK,114.396,21.66,849.0,2114170
2001-12,DAK LAK,82.769,21.1,829.0,2114170
2002-01,DAK LAK,12.39,21.16,292.0,2114170
2002-02,DAK LAK,7.944,22.29,928.0,2114170
2002-03,DAK LAK,15.254,25.36,396.0,2114170
2002-04,DAK LAK,31.41,27.0,365.0,2114170
2002-05,DAK LAK,128.919,27.01,4011.0,2114170
2002-06,DAK LAK,172.273,25.58,4872.0,2114170
2002-07,DAK LAK,91.809,25.98,5724.0,2114170
2002-08,DAK LAK,314.584,24.0,16771.0,2114170
2002-09,DAK LAK,267.234,23.66,201.0,2114170
2002-10,DAK LAK,118.836,23.72,6745.0,2114170
2002-11,DAK LAK,154.619,22.77,2000.0,2114170
2002-12,DAK LAK,64.188,22.76,516.0,2114170
2003-01,DAK LAK,9.439,20.94,991.0,2114170
2003-02,DAK LAK,10.382,23.17,435.0,2114170
2003-03,DAK LAK,24.115,25.45,552.0,2114170
2003-04,DAK LAK,24.432,27.61,3499.0,2114170
2003-05,DAK LAK,210.642,25.5,5565.0,2114170
2003-06,DAK LAK,161.507,25.25,1266.0,2114170
2003-07,DAK LAK,185.025,24.62,12526.0,2114170
2003-08,DAK LAK,135.111,24.87,2662.0,2114170
2003-09,DAK LAK,209.787,24.23,2856.0,2114170
2003-10,DAK LAK,152.152,23.25,1310.0,2114170
2003-11,DAK LAK,80.225,23.07,1758.0,2114170
2003-12,DAK LAK,45.172,20.66,1598.0,2114170
2004-01,DAK LAK,13.692,21.71,49.0,2114170
2004-02,DAK LAK,2.194,22.92,67.0,2114170
2004-03,DAK LAK,20.514,25.37,65.0,2114170
2004-04,DAK LAK,69.728,26.69,3630.0,2114170
2004-05,DAK LAK,137.442,26.32,3667.0,2114170
2004-06,DAK LAK,179.669,24.85,4321.0,2114170
2004-07,DAK LAK,193.817,24.72,3607.0,2114170
2004-08,DAK LAK,147.992,24.44,3735.0,2114170
2004-09,DAK LAK,142.387,24.26,5209.0,2114170
2004-10,DAK LAK,42.7,23.65,3737.0,2114170
2004-11,DAK LAK,37.184,23.43,1525.0,2114170
2004-12,DAK LAK,25.308,21.26,290.0,2114170
2005-01,DAK LAK,5.577,21.79,82.0,2114170
2005-02,DAK LAK,6.482,25.06,510.0,2114170
2005-03,DAK LAK,13.726,24.85,1922.0,2114170
2005-04,DAK LAK,57.836,26.84,1254.0,2114170
2005-05,DAK LAK,142.592,26.58,2293.0,2114170
2005-06,DAK LAK,113.217,25.97,6069.0,2114170
2005-07,DAK LAK,193.876,24.55,7389.0,2114170
2005-08,DAK LAK,184.965,24.4,4171.0,2114170
2005-09,DAK LAK,319.285,23.78,2915.0,2114170
2005-10,DAK LAK,155.611,23.6,936.0,2114170
2005-11,DAK LAK,90.923,22.93,13031.0,2114170
2005-12,DAK LAK,268.153,20.54,652.0,2114170
2006-01,DAK LAK,27.582,21.42,121.0,2114170
2006-02,DAK LAK,18.444,22.78,5457.0,2114170
2006-03,DAK LAK,50.256,24.59,657.0,2114170
2006-04,DAK LAK,109.018,26.24,1955.0,2114170
2006-05,DAK LAK,165.673,25.9,4548.0,2114170
2006-06,DAK LAK,162.866,25.37,17658.0,2114170
2006-07,DAK LAK,331.771,24.31,4567.0,2114170
2006-08,DAK LAK,281.128,23.9,1754.0,2114170
2006-09,DAK LAK,215.945,23.86,4473.0,2114170
2006-10,DAK LAK,116.877,23.47,6966.0,2114170
2006-11,DAK LAK,48.757,23.78,2429.0,2114170
2006-12,DAK LAK,38.576,22.14,800.0,2114170
2007-01,DAK LAK,35.638,21.2,303.0,2114170
2007-02,DAK LAK,4.466,23.51,218.0,2114170
2007-03,DAK LAK,50.044,25.4,345.0,2114170
2007-04,DAK LAK,50.261,26.41,2317.0,2114170
2007-05,DAK LAK,232.825,25.06,4154.0,2114170
2007-06,DAK LAK,175.396,25.33,1815.0,2114170
2007-07,DAK LAK,193.457,24.5,37062.0,2114170
2007-08,DAK LAK,448.686,24.08,4207.0,2114170
2007-09,DAK LAK,276.673,24.06,2239.0,2114170
2007-10,DAK LAK,258.354,22.95,66778.0,2114170
2007-11,DAK LAK,298.925,21.2,6210.0,2114170
2007-12,DAK LAK,28.01,21.57,762.0,2114170
2000-01,HA GIANG,85.106,12.96,,879206
2000-02,HA GIANG,73.297,12.12,,879206
2000-03,HA GIANG,112.445,17.08,146.0,879206
2000-04,HA GIANG,153.254,20.82,284.0,879206
2000-05,HA GIANG,214.195,22.4,840.0,879206
2000-06,HA GIANG,271.805,22.95,593.0,879206
2000-07,HA GIANG,324.751,23.98,2413.0,879206
2000-08,HA GIANG,254.211,23.88,1700.0,879206
2000-09,HA GIANG,162.104,22.28,3504.0,879206
2000-10,HA GIANG,218.109,20.22,869.0,879206
2000-11,HA GIANG,51.251,16.31,233.0,879206
2000-12,HA GIANG,64.08,14.43,370.0,879206
2001-01,HA GIANG,70.158,13.49,17.0,879206
2001-02,HA GIANG,73.224,13.26,69.0,879206
2001-03,HA GIANG,99.282,17.5,225.0,879206
2001-04,HA GIANG,122.045,21.15,138.0,879206
2001-05,HA GIANG,273.273,22.09,1006.0,879206
2001-06,HA GIANG,366.715,23.7,519.0,879206
2001-07,HA GIANG,455.993,23.96,3863.0,879206
2001-08,HA GIANG,258.515,23.9,10358.0,879206
2001-09,HA GIANG,114.212,23.46,14717.0,879206
2001-10,HA GIANG,150.68,20.71,2572.0,879206
2001-11,HA GIANG,46.882,15.87,150.0,879206
2001-12,HA GIANG,36.003,13.35,234.0,879206
2002-01,HA GIANG,44.814,12.86,20.0,879206
2002-02,HA GIANG,84.619,15.07,40.0,879206
2002-03,HA GIANG,109.069,18.21,28.0,879206
2002-04,HA GIANG,201.534,21.7,943.0,879206
2002-05,HA GIANG,387.362,22.31,1054.0,879206
2002-06,HA GIANG,416.583,23.73,6556.0,879206
2002-07,HA GIANG,389.674,24.4,7962.0,879206
2002-08,HA GIANG,299.641,23.28,16259.0,879206
2002-09,HA GIANG,103.263,23.0,3967.0,879206
2002-10,HA GIANG,100.961,20.54,3880.0,879206
2002-11,HA GIANG,63.326,16.56,56.0,879206
2002-12,HA GIANG,94.387,13.6,19.0,879206
2003-01,HA GIANG,71.906,12.11,38.0,879206
2003-02,HA GIANG,123.93,15.96,82.0,879206
2003-03,HA GIANG,79.502,17.62,159.0,879206
2003-04,HA GIANG,134.417,21.87,279.0,879206
2003-05,HA GIANG,330.532,23.19,310.0,879206
2003-06,HA GIANG,361.748,23.87,4191.0,879206
2003-07,HA GIANG,303.752,24.1,6813.0,879206
2003-08,HA GIANG,330.163,24.25,13967.0,879206
2003-09,HA GIANG,168.285,22.61,5140.0,879206
2003-10,HA GIANG,124.007,20.66,1806.0,879206
2003-11,HA GIANG,50.925,17.24,279.0,879206
2003-12,HA GIANG,68.6,12.9,305.0,879206
2004-01,HA GIANG,74.672,12.04,80.0,879206
2004-02,HA GIANG,58.209,13.77,168.0,879206
2004-03,HA GIANG,82.807,17.22,237.0,879206
2004-04,HA GIANG,195.055,20.38,92.0,879206
2004-05,HA GIANG,286.066,21.68,1285.0,879206
2004-06,HA GIANG,198.1,23.8,1824.0,879206
2004-07,HA GIANG,344.261,23.65,2787.0,879206
2004-08,HA GIANG,249.576,24.25,840.0,879206
2004-09,HA GIANG,119.923,22.75,6352.0,879206
2004-10,HA GIANG,23.014,20.38,863.0,879206
2004-11,HA GIANG,112.185,17.18,635.0,879206
2004-12,HA GIANG,53.744,13.26,50.0,879206
2005-01,HA GIANG,76.59,11.71,75.0,879206
2005-02,HA GIANG,78.433,14.78,71.0,879206
2005-03,HA GIANG,89.28,15.76,236.0,879206
2005-04,HA GIANG,123.303,20.71,40.0,879206
2005-05,HA GIANG,212.161,24.49,691.0,879206
2005-06,HA GIANG,400.005,24.26,1669.0,879206
2005-07,HA GIANG,320.813,23.9,3670.0,879206
2005-08,HA GIANG,305.673,23.47,7760.0,879206
2005-09,HA GIANG,154.669,23.39,7450.0,879206
2005-10,HA GIANG,76.671,20.49,11713.0,879206
2005-11,HA GIANG,102.187,17.51,119.0,879206
2005-12,HA GIANG,52.38,11.97,75.0,879206
2006-01,HA GIANG,66.613,12.88,45.0,879206
2006-02,HA GIANG,97.163,13.95,74.0,879206
2006-03,HA GIANG,89.921,17.12,126.0,879206
2006-04,HA GIANG,102.237,21.46,113.0,879206
2006-05,HA GIANG,264.279,22.29,996.0,879206
2006-06,HA GIANG,392.176,23.78,1112.0,879206
2006-07,HA GIANG,375.391,24.46,3896.0,879206
2006-08,HA GIANG,449.257,23.45,5199.0,879206
2006-09,HA GIANG,83.828,22.74,11201.0,879206
2006-10,HA GIANG,130.765,21.65,2630.0,879206
2006-11,HA GIANG,102.553,18.59,208.0,879206
2006-12,HA GIANG,43.568,13.06,733.0,879206
2007-01,HA GIANG,67.188,11.37,57.0,879206
2007-02,HA GIANG,142.48,16.61,13.0,879206
2007-03,HA GIANG,118.35,18.04,649.0,879206
2007-04,HA GIANG,165.71,19.4,397.0,879206
2007-05,HA GIANG,155.1,22.36,699.0,879206
2007-06,HA GIANG,358.417,24.16,2409.0,879206
2007-07,HA GIANG,510.806,23.7,878.0,879206
2007-08,HA GIANG,252.178,24.32,7697.0,879206
2007-09,HA GIANG,239.556,22.18,27184.0,879206
2007-10,HA GIANG,56.925,20.86,1006.0,879206
2007-11,HA GIANG,29.913,16.11,1191.0,879206
2007-12,HA GIANG,92.469,14.58,86.0,879206
2000-01,KHANH HOA,119.439,21.88,,1174000
2000-02,KHANH HOA,88.209,22.07,,1174000
2000-03,KHANH HOA,51.343,23.67,426.0,1174000
2000-04,KHANH HOA,116.791,25.28,1427.0,1174000
2000-05,KHANH HOA,216.913,26.33,972.0,1174000
2000-06,KHANH HOA,193.634,25.6,1272.0,1174000
2000-07,KHANH HOA,137.547,25.89,1207.0,1174000
2000-08,KHANH HOA,129.956,26.4,1191.0,1174000
2000-09,KHANH HOA,179.163,25.31,1446.0,1174000
2000-10,KHANH HOA,416.77,24.08,621.0,1174000
2000-11,KHANH HOA,293.025,22.81,203.0,1174000
2000-12,KHANH HOA,454.832,21.92,2595.0,1174000
2001-01,KHANH HOA,112.732,21.94,1486.0,1174000
2001-02,KHANH HOA,36.012,22.04,18950.0,1174000
2001-03,KHANH HOA,178.325,23.67,553.0,1174000
2001-04,KHANH HOA,56.04,25.78,704.0,1174000
2001-05,KHANH HOA,208.87,26.44,4368.0,1174000
2001-06,KHANH HOA,151.675,26.25,1103.0,1174000
2001-07,KHANH HOA,91.42,27.34,4902.0,1174000
2001-08,KHANH HOA,166.27,26.22,3079.0,1174000
2001-09,KHANH HOA,202.402,26.15,239.0,1174000
2001-10,KHANH HOA,242.308,24.15,650.0,1174000
2001-11,KHANH HOA,176.157,22.43,223.0,1174000
2001-12,KHANH HOA,208.568,21.61,503.0,1174000
2002-01,KHANH HOA,42.491,21.11,290.0,1174000
2002-02,KHANH HOA,26.557,21.71,663.0,1174000
2002-03,KHANH HOA,21.143,24.17,191.0,1174000
2002-04,KHANH HOA,41.374,25.88,631.0,1174000
2002-05,KHANH HOA,155.936,27.12,651.0,1174000
2002-06,KHANH HOA,146.437,27.02,197.0,1174000
2002-07,KHANH HOA,74.25,28.28,1667.0,1174000
2002-08,KHANH HOA,236.61,25.97,4664.0,1174000
2002-09,KHANH HOA,300.723,25.18,732.0,1174000
2002-10,KHANH HOA,223.161,24.16,2471.0,1174000
2002-11,KHANH HOA,454.144,23.07,2516.0,1174000
2002-12,KHANH HOA,200.631,22.86,1113.0,1174000
2003-01,KHANH HOA,33.488,21.03,15596.0,1174000
2003-02,KHANH HOA,43.74,22.49,101.0,1174000
2003-03,KHANH HOA,67.181,24.11,162.0,1174000
2003-04,KHANH HOA,19.596,26.35,371.0,1174000
2003-05,KHANH HOA,190.696,26.26,739.0,1174000
2003-06,KHANH HOA,196.415,26.64,381.0,1174000
2003-07,KHANH HOA,158.635,26.02,5845.0,1174000
2003-08,KHANH HOA,119.869,26.98,1372.0,1174000
2003-09,KHANH HOA,237.122,25.81,252.0,1174000
2003-10,KHANH HOA,288.006,23.78,424.0,1174000
2003-11,KHANH HOA,193.136,23.27,562.0,1174000
2003-12,KHANH HOA,158.268,20.97,1107.0,1174000
2004-01,KHANH HOA,51.043,21.33,157.0,1174000
2004-02,KHANH HOA,7.804,21.96,287.0,1174000
2004-03,KHANH HOA,43.236,24.11,110.0,1174000
2004-04,KHANH HOA,59.554,26.09,686.0,1174000
2004-05,KHANH HOA,190.67,26.33,2269.0,1174000
2004-06,KHANH HOA,208.517,25.98,2469.0,1174000
2004-07,KHANH HOA,184.233,26.27,8338.0,1174000
2004-08,KHANH HOA,109.592,26.78,1939.0,1174000
2004-09,KHANH HOA,190.134,25.53,1224.0,1174000
2004-10,KHANH HOA,108.037,23.7,290.0,1174000
2004-11,KHANH HOA,121.042,23.14,75.0,1174000
2004-12,KHANH HOA,75.29,21.34,171.0,1174000
2005-01,KHANH HOA,24.1,21.29,178.0,1174000
2005-02,KHANH HOA,24.286,23.61,435.0,1174000
2005-03,KHANH HOA,62.475,23.42,359.0,1174000
2005-04,KHANH HOA,39.42,25.87,370.0,1174000
2005-05,KHANH HOA,147.23,27.35,1699.0,1174000
2005-06,KHANH HOA,183.39,27.48,2584.0,1174000
2005-07,KHANH HOA,166.827,26.18,2685.0,1174000
2005-08,KHANH HOA,95.395,27.0,3637.0,1174000
2005-09,KHANH HOA,356.636,25.36,2606.0,1174000
2005-10,KHANH HOA,300.629,24.1,179.0,1174000
2005-11,KHANH HOA,245.953,23.28,4370.0,1174000
2005-12,KHANH HOA,851.438,21.2,1181.0,1174000
2006-01,KHANH HOA,79.918,21.57,337.0,1174000
2006-02,KHANH HOA,64.8,22.5,26974.0,1174000
2006-03,KHANH HOA,128.298,23.77,404.0,1174000
2006-04,KHANH HOA,61.862,25.82,614.0,1174000
2006-05,KHANH HOA,154.582,26.36,2407.0,1174000
2006-06,KHANH HOA,167.12,26.48,1407.0,1174000
2006-07,KHANH HOA,222.472,26.44,3225.0,1174000
2006-08,KHANH HOA,180.097,26.2,537.0,1174000
2006-09,KHANH HOA,326.131,25.27,3522.0,1174000
2006-10,KHANH HOA,214.034,24.16,284.0,1174000
2006-11,KHANH HOA,134.575,23.73,1486.0,1174000
2006-12,KHANH HOA,126.86,22.08,2256.0,1174000
2007-01,KHANH HOA,124.242,21.11,445.0,1174000
2007-02,KHANH HOA,16.387,22.28,452.0,1174000
2007-03,KHANH HOA,92.071,24.15,193.0,1174000
2007-04,KHANH HOA,72.189,25.45,626.0,1174000
2007-05,KHANH HOA,258.132,25.58,764.0,1174000
2007-06,KHANH HOA,157.296,26.32,1220.0,1174000
2007-07,KHANH HOA,121.627,26.21,4425.0,1174000
2007-08,KHANH HOA,295.872,25.89,2320.0,1174000
2007-09,KHANH HOA,248.569,25.42,722.0,1174000
2007-10,KHANH HOA,450.272,23.88,2949.0,1174000
2007-11,KHANH HOA,565.382,22.0,108.0,1174000
2007-12,KHANH HOA,97.107,22.04,10520.0,1174000
